sku,product_name,unit_price,unit_of_measure,stock_status,discount_1,discount_2,net_price,supplier_name
DNMG 150608E-NF:T6310,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-NF:T7325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-NF:T7335,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-NF:T8315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-NF:T8430,Turning inserts negative,28.53,10,Stocked,0.55,0,12.84,Dormer
DNMG 150608E-NF:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-NF:T9415,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
DNMG 150608E-NM:T7325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-NM:T7335,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-NM:T8315,Turning inserts negative,27.6,10,Non-stocked,0.55,0,12.42,Dormer
DNMG 150608E-NM:T8430,Turning inserts negative,28.53,10,Stocked,0.55,0,12.84,Dormer
DNMG 150608E-NM:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-NM:T9415,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
DNMG 150608E-NMR:T6310,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-NMR:T7325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-NMR:T7335,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-NMR:T8430,Turning inserts negative,28.53,10,Stocked,0.55,0,12.84,Dormer
DNMG 150608E-NMR:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-NMR:T9415,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
DNMG 150608E-R:T5305,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-R:T5315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-R:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-R:T9415,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
DNMG 150608E-RM:T5305,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-RM:T5315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-RM:T7325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-RM:T7335,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-RM:T8315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-RM:T8415,Turning inserts negative,28.53,10,Stocked,0.55,0,12.84,Dormer
DNMG 150608E-RM:T8430,Turning inserts negative,28.53,10,Stocked,0.55,0,12.84,Dormer
DNMG 150608E-RM:T9315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-RM:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-RM:T9335,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-RM:T9415,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
DNMG 150608ER-SI:T7325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608ER-SI:T7335,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608ER-SI:T8315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608ER-SI:T8415,Turning inserts negative,28.53,10,Stocked,0.55,0,12.84,Dormer
DNMG 150608ER-SI:T8430,Turning inserts negative,28.53,10,Stocked,0.55,0,12.84,Dormer
DNMG 150608ER-SI:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608ER-SI:T9335,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-SF:H07,Turning inserts negative,20.7,10,Non-stocked,0.55,0,9.32,Dormer
DNMG 150608E-SF:T6310,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-SF:T7325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-SF:T8315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-SF:T8415,Turning inserts negative,28.53,10,Stocked,0.55,0,12.84,Dormer
DNMG 150608E-SF:T8430,Turning inserts negative,28.53,10,Stocked,0.55,0,12.84,Dormer
DNMG 150608E-SF:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-SF:T9415,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
DNMG 150608E-SM:T6310,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-SM:T7325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-SM:T7335,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-SM:T8415,Turning inserts negative,28.53,10,Stocked,0.55,0,12.84,Dormer
DNMG 150608E-SM:T8430,Turning inserts negative,28.53,10,Stocked,0.55,0,12.84,Dormer
DNMG 150608E-SM:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608E-SM:T9415,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
DNMG 150608-NRM:T7335,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150608-NRM:T9415,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
DNMG 150608W-MR:T9315,Turning inserts negative,31.11,10,Stocked,0.55,0,14.00,Dormer
DNMG 150608W-MR:T9325,Turning inserts negative,31.11,10,Stocked,0.55,0,14.00,Dormer
DNMG 150608W-MR:T9415,Turning inserts negative,33.58,10,Stocked,0.55,0,15.11,Dormer
DNMG 150612E-FM:T7325,Turning inserts negative,27.6,10,Non-stocked,0.55,0,12.42,Dormer
DNMG 150612E-FM:T8430,Turning inserts negative,28.53,10,Stocked,0.55,0,12.84,Dormer
DNMG 150612E-FM:T9315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-FM:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-FM:T9415,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
DNMG 150612E-KR:T5315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-M:T5315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-M:T9310,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-M:T9315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-M:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-M:T9335,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-M:T9415,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
DNMG 150612E-NF:T6310,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-NF:T8430,Turning inserts negative,28.53,10,Stocked,0.55,0,12.84,Dormer
DNMG 150612E-NM:T7325,Turning inserts negative,27.6,10,Non-stocked,0.55,0,12.42,Dormer
DNMG 150612E-NM:T7335,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-NM:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-NMR:T7325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-NMR:T8430,Turning inserts negative,28.53,10,Stocked,0.55,0,12.84,Dormer
DNMG 150612E-NMR:T9315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-NMR:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-NMR:T9415,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
DNMG 150612E-R:T5315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-R:T9315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-R:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-R:T9415,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
DNMG 150612E-RM:T5305,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-RM:T5315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-RM:T7325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-RM:T8430,Turning inserts negative,28.53,10,Stocked,0.55,0,12.84,Dormer
DNMG 150612E-RM:T9310,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-RM:T9315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-RM:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-RM:T9335,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-RM:T9415,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
DNMG 150612E-SF:T6310,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-SF:T8415,Turning inserts negative,28.53,10,Stocked,0.55,0,12.84,Dormer
DNMG 150612E-SM:T6310,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-SM:T7325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150612E-SM:T8415,Turning inserts negative,28.53,10,Stocked,0.55,0,12.84,Dormer
DNMG 150612E-SM:T8430,Turning inserts negative,28.53,10,Stocked,0.55,0,12.84,Dormer
DNMG 150612E-SM:T9415,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
DNMG 150612W-MR:T9315,Turning inserts negative,31.11,10,Stocked,0.55,0,14.00,Dormer
DNMG 150612W-MR:T9325,Turning inserts negative,31.11,10,Stocked,0.55,0,14.00,Dormer
DNMG 150612W-MR:T9415,Turning inserts negative,33.58,10,Stocked,0.55,0,15.11,Dormer
DNMG 150616E-FM:T9315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150616E-FM:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150616E-FM:T9415,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
DNMG 150616E-R:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150616E-RM:T5315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150616E-RM:T9315,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150616E-RM:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150616E-RM:T9335,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMG 150616E-RM:T9415,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
DNMM 150608E-NR2:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMM 150608E-OR:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMM 150612E-OR:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMM 150612E-OR:T9335,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
DNMM 150612E-OR:T9415,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
DNMM 150616E-OR:T9325,Turning inserts negative,27.6,10,Stocked,0.55,0,12.42,Dormer
LNMT 311240:T9315,Turning inserts negative,107.12,5,Stocked,0.55,0,48.20,Dormer
LNMT 311240:T9415,Turning inserts negative,115.36,5,Stocked,0.55,0,51.91,Dormer
LNMT 311240SN-M:T9315,Turning inserts negative,107.12,5,Stocked,0.55,0,48.20,Dormer
LNMT 311240SN-M:T9415,Turning inserts negative,115.36,5,Stocked,0.55,0,51.91,Dormer
LNMX 191940SN-RF:T9315,Turning inserts negative,67.98,10,Stocked,0.55,0,30.59,Dormer
LNMX 191940SN-RF:T9415,Turning inserts negative,73.65,10,Stocked,0.55,0,33.14,Dormer
LNMX 191940SN-RM:T9310,Turning inserts negative,67.98,10,Stocked,0.55,0,30.59,Dormer
LNMX 191940SN-RM:T9315,Turning inserts negative,67.98,10,Stocked,0.55,0,30.59,Dormer
LNMX 191940SN-RM:T9325,Turning inserts negative,67.98,10,Stocked,0.55,0,30.59,Dormer
LNMX 191940SN-RM:T9415,Turning inserts negative,73.65,10,Stocked,0.55,0,33.14,Dormer
LNMX 191940SN-RR:T5315,Turning inserts negative,67.98,10,Stocked,0.55,0,30.59,Dormer
LNMX 191940SN-RR2:T5315,Turning inserts negative,67.98,10,Non-stocked,0.55,0,30.59,Dormer
LNMX 191940SN-TF:T5315,Turning inserts negative,67.98,10,Stocked,0.55,0,30.59,Dormer
LNMX 191940SN-TF:T9310,Turning inserts negative,67.98,10,Non-stocked,0.55,0,30.59,Dormer
LNMX 191940SN-TF:T9315,Turning inserts negative,67.98,10,Stocked,0.55,0,30.59,Dormer
LNMX 191940SN-TF:T9325,Turning inserts negative,67.98,10,Stocked,0.55,0,30.59,Dormer
LNMX 191940SN-TF:T9415,Turning inserts negative,73.65,10,Stocked,0.55,0,33.14,Dormer
LNMX 191940SN-TF1:T9315,Turning inserts negative,67.98,10,Stocked,0.55,0,30.59,Dormer
LNMX 191940SN-TF1:T9415,Turning inserts negative,73.65,10,Stocked,0.55,0,33.14,Dormer
LNMX 191940SN-TF2:T9315,Turning inserts negative,67.98,10,Stocked,0.55,0,30.59,Dormer
LNMX 191940SN-TF2:T9415,Turning inserts negative,73.65,10,Stocked,0.55,0,33.14,Dormer
LNMX 301940SN-RF:T9315,Turning inserts negative,107.12,5,Stocked,0.55,0,48.20,Dormer
LNMX 301940SN-RF:T9415,Turning inserts negative,115.36,5,Stocked,0.55,0,51.91,Dormer
LNMX 301940SN-RM:T9310,Turning inserts negative,107.12,5,Stocked,0.55,0,48.20,Dormer
LNMX 301940SN-RM:T9315,Turning inserts negative,107.12,5,Stocked,0.55,0,48.20,Dormer
LNMX 301940SN-RM:T9325,Turning inserts negative,107.12,5,Stocked,0.55,0,48.20,Dormer
LNMX 301940SN-RM:T9415,Turning inserts negative,115.36,5,Stocked,0.55,0,51.91,Dormer
LNMX 301940SN-RR:T9325,Turning inserts negative,107.12,5,Stocked,0.55,0,48.20,Dormer
LNMX 301940SN-TF:T5315,Turning inserts negative,107.12,5,Stocked,0.55,0,48.20,Dormer
LNMX 301940SN-TF:T9310,Turning inserts negative,107.12,5,Stocked,0.55,0,48.20,Dormer
LNMX 301940SN-TF:T9315,Turning inserts negative,107.12,5,Stocked,0.55,0,48.20,Dormer
LNMX 301940SN-TF:T9415,Turning inserts negative,115.36,5,Stocked,0.55,0,51.91,Dormer
LNMX 501432E:T9335,Turning inserts negative,232.78,5,Stocked,0.55,0,104.75,Dormer
LNUX 191940SN-DF:T9325,Turning inserts negative,67.98,10,Stocked,0.55,0,30.59,Dormer
LNUX 301940SN-DM:T9325,Turning inserts negative,107.12,5,Stocked,0.55,0,48.20,Dormer
LNUX 40-1129003:6630,Turning inserts negative,172.01,5,Stocked,0.55,0,77.40,Dormer
LNUX 40-1129003:T9325,Turning inserts negative,183.34,5,Stocked,0.55,0,82.50,Dormer
LNUX 40-1129003:T9335,Turning inserts negative,183.34,5,Stocked,0.55,0,82.50,Dormer
LNUX 50-1275000:6630,Turning inserts negative,219.39,2,Stocked,0.55,0,98.73,Dormer
LNUX 50-1275000:T9325,Turning inserts negative,232.78,2,Stocked,0.55,0,104.75,Dormer
RCMT 2006MOS-371:T9415,Turning inserts negative,48.31,10,Stocked,0.55,0,21.74,Dormer
RCMX 1003MOS-31:T9325,Turning inserts negative,12.57,10,Stocked,0.55,0,5.66,Dormer
RCMX 1204MOS-321:T9325,Turning inserts negative,17.0,10,Stocked,0.55,0,7.65,Dormer
RCMX 1606MOS-331:6630,Turning inserts negative,28.33,10,Stocked,0.55,0,12.75,Dormer
RCMX 1606MOS-331:T9315,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
RCMX 1606MOS-331:T9325,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
RCMX 1606MOS-331:T9335,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
RCMX 1606MOS-331:T9415,Turning inserts negative,32.24,10,Stocked,0.55,0,14.51,Dormer
RCMX 1606MOS-37:T9315,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
RCMX 1606MOS-37:T9325,Turning inserts negative,29.87,10,Stocked,0.55,0,13.44,Dormer
RCMX 1606MOS-37:T9415,Turning inserts negative,32.24,10,Stocked,0.55,0,14.51,Dormer
RCMX 2006MO-RF1:T5305,Turning inserts negative,37.9,10,Stocked,0.55,0,17.06,Dormer
RCMX 2006MO-RF1:T9310,Turning inserts negative,37.9,10,Stocked,0.55,0,17.06,Dormer
RCMX 2006MO-RF1:T9315,Turning inserts negative,37.9,10,Stocked,0.55,0,17.06,Dormer
RCMX 2006MO-RF1:T9325,Turning inserts negative,37.9,10,Stocked,0.55,0,17.06,Dormer
RCMX 2006MO-RF1:T9335,Turning inserts negative,37.9,10,Stocked,0.55,0,17.06,Dormer
RCMX 2006MO-RF1:T9415,Turning inserts negative,40.89,10,Stocked,0.55,0,18.40,Dormer
RCMX 2006MO-RM1:T9310,Turning inserts negative,37.9,10,Stocked,0.55,0,17.06,Dormer
RCMX 2006MO-RM1:T9315,Turning inserts negative,37.9,10,Stocked,0.55,0,17.06,Dormer
RCMX 2006MO-RM1:T9325,Turning inserts negative,37.9,10,Stocked,0.55,0,17.06,Dormer
RCMX 2006MO-RM1:T9335,Turning inserts negative,37.9,10,Stocked,0.55,0,17.06,Dormer
RCMX 2006MO-RM1:T9415,Turning inserts negative,40.89,10,Stocked,0.55,0,18.40,Dormer
RCMX 2006MOS-341:6630,Turning inserts negative,35.64,10,Stocked,0.55,0,16.04,Dormer
RCMX 2006MOS-341:6640,Turning inserts negative,35.64,10,Stocked,0.55,0,16.04,Dormer
RCMX 2006MOS-37:6630,Turning inserts negative,35.64,10,Stocked,0.55,0,16.04,Dormer
RCMX 2507MO-RF1:T8345,Turning inserts negative,71.59,10,Stocked,0.55,0,32.22,Dormer
RCMX 2507MO-RF1:T9310,Turning inserts negative,71.59,10,Stocked,0.55,0,32.22,Dormer
RCMX 2507MO-RF1:T9315,Turning inserts negative,71.59,10,Stocked,0.55,0,32.22,Dormer
RCMX 2507MO-RF1:T9325,Turning inserts negative,71.59,10,Stocked,0.55,0,32.22,Dormer
RCMX 2507MO-RF1:T9335,Turning inserts negative,71.59,10,Stocked,0.55,0,32.22,Dormer
RCMX 2507MO-RF1:T9415,Turning inserts negative,77.25,10,Stocked,0.55,0,34.76,Dormer
RCMX 2507MO-RM1:T9310,Turning inserts negative,71.59,10,Stocked,0.55,0,32.22,Dormer
RCMX 2507MO-RM1:T9315,Turning inserts negative,71.59,10,Stocked,0.55,0,32.22,Dormer
RCMX 2507MO-RM1:T9325,Turning inserts negative,71.59,10,Stocked,0.55,0,32.22,Dormer
RCMX 2507MO-RM1:T9335,Turning inserts negative,71.59,10,Stocked,0.55,0,32.22,Dormer
RCMX 2507MO-RM1:T9415,Turning inserts negative,77.25,10,Stocked,0.55,0,34.76,Dormer
RCMX 2507MO-RM2:T9310,Turning inserts negative,71.59,10,Stocked,0.55,0,32.22,Dormer
RCMX 2507MO-RM2:T9315,Turning inserts negative,71.59,10,Stocked,0.55,0,32.22,Dormer
RCMX 2507MO-RM2:T9325,Turning inserts negative,71.59,10,Stocked,0.55,0,32.22,Dormer
RCMX 2507MO-RM2:T9415,Turning inserts negative,77.25,10,Stocked,0.55,0,34.76,Dormer
RCMX 2507MOS-351:6630,Turning inserts negative,67.47,10,Stocked,0.55,0,30.36,Dormer
RCMX 2507MOS-351:6640,Turning inserts negative,67.47,10,Stocked,0.55,0,30.36,Dormer
RCMX 2507MOS-37:6630,Turning inserts negative,67.47,10,Stocked,0.55,0,30.36,Dormer
RCMX 3209MO-RM2:T5315,Turning inserts negative,126.69,5,Stocked,0.55,0,57.01,Dormer
RCMX 3209MO-RM2:T9310,Turning inserts negative,126.69,5,Stocked,0.55,0,57.01,Dormer
RCMX 3209MO-RM2:T9315,Turning inserts negative,126.69,5,Stocked,0.55,0,57.01,Dormer
RCMX 3209MO-RM2:T9325,Turning inserts negative,126.69,5,Stocked,0.55,0,57.01,Dormer
RCMX 3209MO-RM2:T9335,Turning inserts negative,126.69,5,Stocked,0.55,0,57.01,Dormer
RCMX 3209MO-RM2:T9415,Turning inserts negative,135.96,5,Stocked,0.55,0,61.18,Dormer
RCMX 3209MO-RR2:T9315,Turning inserts negative,126.69,5,Stocked,0.55,0,57.01,Dormer
RCMX 3209MO-RR2:T9415,Turning inserts negative,135.96,5,Stocked,0.55,0,61.18,Dormer
RCMX 3209MOS-361:6640,Turning inserts negative,118.45,5,Stocked,0.55,0,53.30,Dormer
RNMG 120400E-08:T5305,Turning inserts negative,20.7,10,Stocked,0.55,0,9.32,Dormer
RNMG 120400E-08:T9315,Turning inserts negative,20.7,10,Stocked,0.55,0,9.32,Dormer
RNMG 120400E-08:T9325,Turning inserts negative,20.7,10,Stocked,0.55,0,9.32,Dormer
RNMG 120400E-08:T9415,Turning inserts negative,22.45,10,Stocked,0.55,0,10.10,Dormer
RNMG 150600E-08:T5305,Turning inserts negative,29.66,10,Stocked,0.55,0,13.35,Dormer
RNMG 150600E-08:T9325,Turning inserts negative,29.66,10,Stocked,0.55,0,13.35,Dormer
RNMG 150600E-08:T9415,Turning inserts negative,32.03,10,Stocked,0.55,0,14.41,Dormer
RNMG 190600E-08:T9315,Turning inserts negative,37.9,10,Stocked,0.55,0,17.06,Dormer
RNMG 190600E-08:T9325,Turning inserts negative,37.9,10,Stocked,0.55,0,17.06,Dormer
RNMG 190600E-08:T9415,Turning inserts negative,40.89,10,Stocked,0.55,0,18.40,Dormer
RNMG 250900E-081:T9325,Turning inserts negative,68.5,10,Stocked,0.55,0,30.83,Dormer
RNMG 250900E-081:T9415,Turning inserts negative,73.65,10,Stocked,0.55,0,33.14,Dormer
SNMA 120408:T5305,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMA 120408:T5315,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMA 120408:T6310,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMA 120408:T8415,Turning inserts negative,20.7,10,Stocked,0.55,0,9.32,Dormer
SNMA 120412:T5305,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMA 120412:T5315,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMA 150612:T5305,Turning inserts negative,32.03,10,Stocked,0.55,0,14.41,Dormer
SNMA 150612:T5315,Turning inserts negative,32.03,10,Stocked,0.55,0,14.41,Dormer
SNMA 190612:T5305,Turning inserts negative,43.36,10,Stocked,0.55,0,19.51,Dormer
SNMA 190612:T5315,Turning inserts negative,43.36,10,Stocked,0.55,0,19.51,Dormer
SNMA 190616:T5305,Turning inserts negative,43.36,10,Stocked,0.55,0,19.51,Dormer
SNMA 190616:T5315,Turning inserts negative,43.36,10,Stocked,0.55,0,19.51,Dormer
SNMA 190616S:T5305,Turning inserts negative,43.36,10,Stocked,0.55,0,19.51,Dormer
SNMA 250724:T5305,Turning inserts negative,79.83,10,Stocked,0.55,0,35.92,Dormer
SNMA 250724:T5315,Turning inserts negative,79.83,10,Stocked,0.55,0,35.92,Dormer
SNMA 250924:T5305,Turning inserts negative,89.1,10,Stocked,0.55,0,40.10,Dormer
SNMA 250924:T5315,Turning inserts negative,89.1,10,Stocked,0.55,0,40.10,Dormer
SNMA 250924S:T5305,Turning inserts negative,89.1,10,Stocked,0.55,0,40.10,Dormer
SNMG 120404E-FM:T6310,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMG 120404E-FM:T7325,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMG 120404E-FM:T8315,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMG 120404E-FM:T8415,Turning inserts negative,20.7,10,Stocked,0.55,0,9.32,Dormer
SNMG 120404E-FM:T8430,Turning inserts negative,20.7,10,Stocked,0.55,0,9.32,Dormer
SNMG 120404E-FM:T9325,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMG 120404E-FM:T9415,Turning inserts negative,21.73,10,Stocked,0.55,0,9.78,Dormer
SNMG 120404E-NF:T6310,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMG 120404E-NF:T7335,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMG 120404E-NF:T8430,Turning inserts negative,20.7,10,Stocked,0.55,0,9.32,Dormer
SNMG 120404E-NF:T9325,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMG 120408E-FM:T7325,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMG 120408E-FM:T8315,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMG 120408E-FM:T8415,Turning inserts negative,20.7,10,Stocked,0.55,0,9.32,Dormer
SNMG 120408E-FM:T8430,Turning inserts negative,20.7,10,Stocked,0.55,0,9.32,Dormer
SNMG 120408E-FM:T9310,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMG 120408E-FM:T9325,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMG 120408E-FM:T9415,Turning inserts negative,21.73,10,Stocked,0.55,0,9.78,Dormer
SNMG 120408E-KR:T5305,Turning inserts negative,20.09,10,Non-stocked,0.55,0,9.04,Dormer
SNMG 120408E-KR:T5315,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMG 120408E-M:T5305,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMG 120408E-M:T5315,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMG 120408E-M:T9325,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMG 120408E-M:T9335,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMG 120408E-M:T9415,Turning inserts negative,21.73,10,Stocked,0.55,0,9.78,Dormer
SNMG 120408E-NF:HF7,Turning inserts negative,15.04,10,Stocked,0.55,0,6.77,Dormer
SNMG 120408E-NF:T6310,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMG 120408E-NF:T7325,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
SNMG 120408E-NF:T7335,Turning inserts negative,20.09,10,Non-stocked,0.55,0,9.04,Dormer
SNMG 120408E-NF:T8315,Turning inserts negative,20.09,10,Stocked,0.55,0,9.04,Dormer
