sku,product_name,unit_price,unit_of_measure,stock_status,discount_1,discount_2,net_price,supplier_name
SIL 2532 S 16,Threading turning holders  internal and external,368.74,1,Stocked,0.45,0,202.81,Dormer
SIL 2532 S 22-2,Threading turning holders  internal and external,413.03,1,Stocked,0.45,0,227.17,Dormer
SIR 0010 K 11-0,Threading turning holders  internal and external,231.75,1,Stocked,0.45,0,127.46,Dormer
SIR 0010 K 11-1,Threading turning holders  internal and external,231.75,1,Stocked,0.45,0,127.46,Dormer
SIR 0013 M 11-0,Threading turning holders  internal and external,231.75,1,Stocked,0.45,0,127.46,Dormer
SIR 0013 M 11-1,Threading turning holders  internal and external,231.75,1,Stocked,0.45,0,127.46,Dormer
SIR 1416 N 16-0,Threading turning holders  internal and external,256.47,1,Stocked,0.45,0,141.06,Dormer
SIR 1416 N 16-1,Threading turning holders  internal and external,256.47,1,Stocked,0.45,0,141.06,Dormer
SIR 1416 N 16-2,Threading turning holders  internal and external,256.47,1,Stocked,0.45,0,141.06,Dormer
SIR 1820 P 16,Threading turning holders  internal and external,297.67,1,Stocked,0.45,0,163.72,Dormer
SIR 2325 Q 16,Threading turning holders  internal and external,314.15,1,Stocked,0.45,0,172.78,Dormer
SIR 2532 S 16,Threading turning holders  internal and external,368.74,1,Stocked,0.45,0,202.81,Dormer
SIR 2532 S 22-2,Threading turning holders  internal and external,413.03,1,Stocked,0.45,0,227.17,Dormer
SIR 2532 S 22-A,Threading turning holders  internal and external,413.03,1,Stocked,0.45,0,227.17,Dormer
SIR 2532 S 27,Threading turning holders  internal and external,455.26,1,Stocked,0.45,0,250.39,Dormer
SIR 3240 T 22-A,Threading turning holders  internal and external,554.14,1,Stocked,0.45,0,304.78,Dormer
SIR-S 2532 S 22-A,Threading turning holders  internal and external,413.03,1,Stocked,0.45,0,227.17,Dormer
SIR-S 3240 T 22-A,Threading turning holders  internal and external,554.14,1,Stocked,0.45,0,304.78,Dormer
CNGA 120404 T02020:TC100,Turning Ceramics Insert,24.41,10,Stocked,0.45,0,13.43,Dormer
CNGA 120408 T01020:TC100,Turning Ceramics Insert,24.41,10,Stocked,0.45,0,13.43,Dormer
CNGA 120412 T01020:TC100,Turning Ceramics Insert,24.41,10,Stocked,0.45,0,13.43,Dormer
CNGN 120408 T01020:TC100,Turning Ceramics Insert,24.41,10,Non-stocked,0.45,0,13.43,Dormer
CNGN 120708 T01020:TC100,Turning Ceramics Insert,27.4,10,Stocked,0.45,0,15.07,Dormer
CNGN 120712 T01020:TC100,Turning Ceramics Insert,27.4,10,Stocked,0.45,0,15.07,Dormer
DNGA 150404 T01020:TC100,Turning Ceramics Insert,28.94,10,Stocked,0.45,0,15.92,Dormer
DNGA 150408 S02020:TC100,Turning Ceramics Insert,28.94,10,Stocked,0.45,0,15.92,Dormer
DNGA 150408 T00520:TC100,Turning Ceramics Insert,28.94,10,Stocked,0.45,0,15.92,Dormer
DNGN 150408 T01020:TC100,Turning Ceramics Insert,28.94,10,Stocked,0.45,0,15.92,Dormer
RCGX 060600 K15015:TC100,Turning Ceramics Insert,47.9,10,Stocked,0.45,0,26.35,Dormer
RCGX 090700 K15015:TC100,Turning Ceramics Insert,47.9,10,Stocked,0.45,0,26.35,Dormer
RCGX 120700 K15015:TC100,Turning Ceramics Insert,52.02,10,Stocked,0.45,0,28.61,Dormer
RNGN 090300 T01020:TC100,Turning Ceramics Insert,20.29,10,Stocked,0.45,0,11.16,Dormer
RNGN 120400 T01020:TC100,Turning Ceramics Insert,24.41,10,Stocked,0.45,0,13.43,Dormer
RNGN 120700 T01020:TC100,Turning Ceramics Insert,27.4,10,Stocked,0.45,0,15.07,Dormer
RNGN 120700 T15015:TC100,Turning Ceramics Insert,27.4,10,Stocked,0.45,0,15.07,Dormer
SNGA 120408 T01025:TC100,Turning Ceramics Insert,24.41,10,Stocked,0.45,0,13.43,Dormer
SNGA 120412 T01020:TC100,Turning Ceramics Insert,24.41,10,Stocked,0.45,0,13.43,Dormer
SNGN 090308 T01020:TC100,Turning Ceramics Insert,20.29,10,Non-stocked,0.45,0,11.16,Dormer
SNGN 090312 T01020:TC100,Turning Ceramics Insert,20.29,10,Non-stocked,0.45,0,11.16,Dormer
SNGN 120404 T01020:TC100,Turning Ceramics Insert,24.41,10,Non-stocked,0.45,0,13.43,Dormer
SNGN 120408 T01020:TC100,Turning Ceramics Insert,24.41,10,Stocked,0.45,0,13.43,Dormer
SNGN 120708 T01020:TC100,Turning Ceramics Insert,27.4,10,Stocked,0.45,0,15.07,Dormer
SNGN 120712 T01020:TC100,Turning Ceramics Insert,27.4,10,Non-stocked,0.45,0,15.07,Dormer
SPGN 120308 T01020:TC100,Turning Ceramics Insert,34.81,10,Stocked,0.45,0,19.15,Dormer
TNGA 160408 T01020:TC100,Turning Ceramics Insert,23.48,10,Stocked,0.45,0,12.91,Dormer
TNGA 160412 T01020:TC100,Turning Ceramics Insert,23.48,10,Non-stocked,0.45,0,12.91,Dormer
TNGN 160408 T01020:TC100,Turning Ceramics Insert,23.48,10,Stocked,0.45,0,12.91,Dormer
TNGN 160412 T01020:TC100,Turning Ceramics Insert,23.48,10,Non-stocked,0.45,0,12.91,Dormer
TNGN 160708 T02020:TC100,Turning Ceramics Insert,25.75,10,Stocked,0.45,0,14.16,Dormer
TPGN 110304 T01020:TC100,Turning Ceramics Insert,22.76,10,Stocked,0.45,0,12.52,Dormer
TPGN 110308 T01020:TC100,Turning Ceramics Insert,22.76,10,Stocked,0.45,0,12.52,Dormer
TPGN 160304 T01020:TC100,Turning Ceramics Insert,22.76,10,Stocked,0.45,0,12.52,Dormer
TPGN 160308 T01020:TC100,Turning Ceramics Insert,22.76,10,Stocked,0.45,0,12.52,Dormer
TPGN 160312 T01020:TC100,Turning Ceramics Insert,22.76,10,Stocked,0.45,0,12.52,Dormer
VNGA 160404 T01020:TC100,Turning Ceramics Insert,35.95,10,Stocked,0.45,0,19.77,Dormer
VNGA 160408 T01020:TC100,Turning Ceramics Insert,35.95,10,Stocked,0.45,0,19.77,Dormer
26-D 2020,"Turning holders for parting, grooving and copy turning",256.47,1,Stocked,0.45,0,141.06,Dormer
26-DU 2020,"Turning holders for parting, grooving and copy turning",286.34,1,Stocked,0.45,0,157.49,Dormer
32-D 2530,"Turning holders for parting, grooving and copy turning",269.86,1,Stocked,0.45,0,148.42,Dormer
32-DU 2523,"Turning holders for parting, grooving and copy turning",299.73,1,Stocked,0.45,0,164.85,Dormer
32-DU 2532,"Turning holders for parting, grooving and copy turning",306.94,1,Stocked,0.45,0,168.82,Dormer
32-DU 3229,"Turning holders for parting, grooving and copy turning",316.21,1,Stocked,0.45,0,173.92,Dormer
45-DU 3229,"Turning holders for parting, grooving and copy turning",396.55,1,Stocked,0.45,0,218.10,Dormer
45-DU 4036,"Turning holders for parting, grooving and copy turning",475.86,1,Stocked,0.45,0,261.72,Dormer
47-D 4040,"Turning holders for parting, grooving and copy turning",437.75,1,Stocked,0.45,0,240.76,Dormer
A16Q-GGEL 0313,"Turning holders for parting, grooving and copy turning",322.39,1,Stocked,0.45,0,177.31,Dormer
A16Q-GGER 0313,"Turning holders for parting, grooving and copy turning",322.39,1,Stocked,0.45,0,177.31,Dormer
A20R-GGFL 0313,"Turning holders for parting, grooving and copy turning",348.14,1,Stocked,0.45,0,191.48,Dormer
A20R-GGFR 0313,"Turning holders for parting, grooving and copy turning",348.14,1,Stocked,0.45,0,191.48,Dormer
A25S-GGFR 0413,"Turning holders for parting, grooving and copy turning",402.73,1,Stocked,0.45,0,221.50,Dormer
A25S-GGHL 0313,"Turning holders for parting, grooving and copy turning",402.73,1,Stocked,0.45,0,221.50,Dormer
A25S-GGHR 0313,"Turning holders for parting, grooving and copy turning",402.73,1,Stocked,0.45,0,221.50,Dormer
GFIL 1616 H 03,"Turning holders for parting, grooving and copy turning",190.55,1,Stocked,0.45,0,104.80,Dormer
GFIL 1616 H 04,"Turning holders for parting, grooving and copy turning",190.55,1,Stocked,0.45,0,104.80,Dormer
GFIL 2020 K 03,"Turning holders for parting, grooving and copy turning",219.39,1,Stocked,0.45,0,120.66,Dormer
GFIL 2020 K 04,"Turning holders for parting, grooving and copy turning",219.39,1,Stocked,0.45,0,120.66,Dormer
GFIL 2020 K 05,"Turning holders for parting, grooving and copy turning",219.39,1,Stocked,0.45,0,120.66,Dormer
GFIL 2020 K 06,"Turning holders for parting, grooving and copy turning",219.39,1,Non-stocked,0.45,0,120.66,Dormer
GFIL 2525 M 03,"Turning holders for parting, grooving and copy turning",233.81,1,Stocked,0.45,0,128.60,Dormer
GFIL 2525 M 04,"Turning holders for parting, grooving and copy turning",233.81,1,Stocked,0.45,0,128.60,Dormer
GFIL 2525 M 05,"Turning holders for parting, grooving and copy turning",233.81,1,Stocked,0.45,0,128.60,Dormer
GFIL 2525 M 06,"Turning holders for parting, grooving and copy turning",233.81,1,Stocked,0.45,0,128.60,Dormer
GFIL 2525 M 08,"Turning holders for parting, grooving and copy turning",233.81,1,Stocked,0.45,0,128.60,Dormer
GFIL 3225 P 08,"Turning holders for parting, grooving and copy turning",247.2,1,Stocked,0.45,0,135.96,Dormer
GFIR 1616 H 03,"Turning holders for parting, grooving and copy turning",190.55,1,Stocked,0.45,0,104.80,Dormer
GFIR 1616 H 04,"Turning holders for parting, grooving and copy turning",190.55,1,Stocked,0.45,0,104.80,Dormer
GFIR 2020 K 03,"Turning holders for parting, grooving and copy turning",219.39,1,Stocked,0.45,0,120.66,Dormer
GFIR 2020 K 04,"Turning holders for parting, grooving and copy turning",219.39,1,Stocked,0.45,0,120.66,Dormer
GFIR 2020 K 05,"Turning holders for parting, grooving and copy turning",219.39,1,Stocked,0.45,0,120.66,Dormer
GFIR 2020 K 06,"Turning holders for parting, grooving and copy turning",219.39,1,Stocked,0.45,0,120.66,Dormer
GFIR 2525 M 03,"Turning holders for parting, grooving and copy turning",233.81,1,Stocked,0.45,0,128.60,Dormer
GFIR 2525 M 04,"Turning holders for parting, grooving and copy turning",233.81,1,Stocked,0.45,0,128.60,Dormer
GFIR 2525 M 05,"Turning holders for parting, grooving and copy turning",233.81,1,Stocked,0.45,0,128.60,Dormer
GFIR 2525 M 06,"Turning holders for parting, grooving and copy turning",233.81,1,Stocked,0.45,0,128.60,Dormer
GFIR 2525 M 08,"Turning holders for parting, grooving and copy turning",233.81,1,Stocked,0.45,0,128.60,Dormer
GFIR 3225 P 08,"Turning holders for parting, grooving and copy turning",247.2,1,Stocked,0.45,0,135.96,Dormer
GFML 2020 K 0316,"Turning holders for parting, grooving and copy turning",243.08,1,Stocked,0.45,0,133.69,Dormer
GFML 2020 K 0416,"Turning holders for parting, grooving and copy turning",243.08,1,Stocked,0.45,0,133.69,Dormer
GFML 2525 M 0316,"Turning holders for parting, grooving and copy turning",260.59,1,Stocked,0.45,0,143.32,Dormer
GFML 2525 M 0416,"Turning holders for parting, grooving and copy turning",260.59,1,Stocked,0.45,0,143.32,Dormer
GFML 2525 M 0516,"Turning holders for parting, grooving and copy turning",260.59,1,Stocked,0.45,0,143.32,Dormer
GFML 2525 M 0616,"Turning holders for parting, grooving and copy turning",260.59,1,Stocked,0.45,0,143.32,Dormer
GFML 3225 P 0516,"Turning holders for parting, grooving and copy turning",275.01,1,Stocked,0.45,0,151.26,Dormer
GFML 3225 P 0616,"Turning holders for parting, grooving and copy turning",275.01,1,Stocked,0.45,0,151.26,Dormer
GFML 3225 P 0830,"Turning holders for parting, grooving and copy turning",275.01,1,Stocked,0.45,0,151.26,Dormer
GFMR 2020 K 0316,"Turning holders for parting, grooving and copy turning",243.08,1,Stocked,0.45,0,133.69,Dormer
GFMR 2020 K 0416,"Turning holders for parting, grooving and copy turning",243.08,1,Stocked,0.45,0,133.69,Dormer
GFMR 2525 M 0316,"Turning holders for parting, grooving and copy turning",260.59,1,Stocked,0.45,0,143.32,Dormer
GFMR 2525 M 0416,"Turning holders for parting, grooving and copy turning",260.59,1,Stocked,0.45,0,143.32,Dormer
GFMR 2525 M 0516,"Turning holders for parting, grooving and copy turning",260.59,1,Stocked,0.45,0,143.32,Dormer
GFMR 2525 M 0616,"Turning holders for parting, grooving and copy turning",260.59,1,Stocked,0.45,0,143.32,Dormer
GFMR 3225 P 0516,"Turning holders for parting, grooving and copy turning",275.01,1,Stocked,0.45,0,151.26,Dormer
GFMR 3225 P 0616,"Turning holders for parting, grooving and copy turning",275.01,1,Stocked,0.45,0,151.26,Dormer
GFMR 3225 P 0830,"Turning holders for parting, grooving and copy turning",275.01,1,Stocked,0.45,0,151.26,Dormer
GL1-S1212HFL-12-40,"Turning holders for parting, grooving and copy turning",186.43,1,Stocked,0.45,0,102.54,Dormer
GL1-S1212HFR-12-40,"Turning holders for parting, grooving and copy turning",186.43,1,Stocked,0.45,0,102.54,Dormer
GL1-S1616KFL-16-45,"Turning holders for parting, grooving and copy turning",202.91,1,Stocked,0.45,0,111.60,Dormer
GL1-S1616KFR-16-45,"Turning holders for parting, grooving and copy turning",202.91,1,Stocked,0.45,0,111.60,Dormer
GL1-S2020KFL-16-60,"Turning holders for parting, grooving and copy turning",231.75,1,Stocked,0.45,0,127.46,Dormer
GL1-S2020KFR-16-60,"Turning holders for parting, grooving and copy turning",231.75,1,Stocked,0.45,0,127.46,Dormer
GL1-S26KBL-16,"Turning holders for parting, grooving and copy turning",168.92,1,Stocked,0.45,0,92.91,Dormer
GL1-S26KBR-16,"Turning holders for parting, grooving and copy turning",168.92,1,Stocked,0.45,0,92.91,Dormer
GL1-S32MBL-16,"Turning holders for parting, grooving and copy turning",190.55,1,Stocked,0.45,0,104.80,Dormer
GL1-S32MBR-16,"Turning holders for parting, grooving and copy turning",190.55,1,Stocked,0.45,0,104.80,Dormer
GL2-A1212HFL-12-40,"Turning holders for parting, grooving and copy turning",280.16,1,Stocked,0.45,0,154.09,Dormer
GL2-A1212HFR-12-40,"Turning holders for parting, grooving and copy turning",280.16,1,Stocked,0.45,0,154.09,Dormer
GL2-A1616KFL-16-45,"Turning holders for parting, grooving and copy turning",303.85,1,Stocked,0.45,0,167.12,Dormer
GL2-A1616KFR-16-45,"Turning holders for parting, grooving and copy turning",303.85,1,Stocked,0.45,0,167.12,Dormer
GL2-A2020KFL-20-80,"Turning holders for parting, grooving and copy turning",348.14,1,Stocked,0.45,0,191.48,Dormer
GL2-A2020KFR-20-80,"Turning holders for parting, grooving and copy turning",348.14,1,Stocked,0.45,0,191.48,Dormer
GL2-A2525MFL-20-80,"Turning holders for parting, grooving and copy turning",366.68,1,Stocked,0.45,0,201.67,Dormer
GL2-A2525MFR-20-80,"Turning holders for parting, grooving and copy turning",366.68,1,Stocked,0.45,0,201.67,Dormer
GL2-A25QGL-06-32,"Turning holders for parting, grooving and copy turning",402.73,1,Stocked,0.45,0,221.50,Dormer
GL2-A25QGL-10-38,"Turning holders for parting, grooving and copy turning",402.73,1,Stocked,0.45,0,221.50,Dormer
GL2-A25QGR-06-32,"Turning holders for parting, grooving and copy turning",402.73,1,Stocked,0.45,0,221.50,Dormer
GL2-A25QGR-10-38,"Turning holders for parting, grooving and copy turning",402.73,1,Stocked,0.45,0,221.50,Dormer
GL2-A32SGL-06-40,"Turning holders for parting, grooving and copy turning",455.26,1,Stocked,0.45,0,250.39,Dormer
GL2-A32SGL-10-45,"Turning holders for parting, grooving and copy turning",455.26,1,Stocked,0.45,0,250.39,Dormer
GL2-A32SGR-06-40,"Turning holders for parting, grooving and copy turning",455.26,1,Stocked,0.45,0,250.39,Dormer
GL2-A32SGR-10-45,"Turning holders for parting, grooving and copy turning",455.26,1,Stocked,0.45,0,250.39,Dormer
GL2-S1212HFL-12-40,"Turning holders for parting, grooving and copy turning",186.43,1,Stocked,0.45,0,102.54,Dormer
GL2-S1212HFR-12-40,"Turning holders for parting, grooving and copy turning",186.43,1,Stocked,0.45,0,102.54,Dormer
GL2-S1616KFL-16-45,"Turning holders for parting, grooving and copy turning",202.91,1,Stocked,0.45,0,111.60,Dormer
GL2-S1616KFR-16-45,"Turning holders for parting, grooving and copy turning",202.91,1,Stocked,0.45,0,111.60,Dormer
GL2-S2020KFL-10,"Turning holders for parting, grooving and copy turning",231.75,1,Stocked,0.45,0,127.46,Dormer
GL2-S2020KFL-20-80,"Turning holders for parting, grooving and copy turning",231.75,1,Stocked,0.45,0,127.46,Dormer
GL2-S2020KFL-24-80,"Turning holders for parting, grooving and copy turning",231.75,1,Stocked,0.45,0,127.46,Dormer
GL2-S2020KFR-10,"Turning holders for parting, grooving and copy turning",231.75,1,Stocked,0.45,0,127.46,Dormer
GL2-S2020KFR-20-80,"Turning holders for parting, grooving and copy turning",231.75,1,Stocked,0.45,0,127.46,Dormer
GL2-S2020KFR-24-80,"Turning holders for parting, grooving and copy turning",231.75,1,Stocked,0.45,0,127.46,Dormer
GL2-S2525MFL-10,"Turning holders for parting, grooving and copy turning",244.11,1,Stocked,0.45,0,134.26,Dormer
GL2-S2525MFL-20-80,"Turning holders for parting, grooving and copy turning",244.11,1,Stocked,0.45,0,134.26,Dormer
GL2-S2525MFL-24-80,"Turning holders for parting, grooving and copy turning",244.11,1,Stocked,0.45,0,134.26,Dormer
GL2-S2525MFR-10,"Turning holders for parting, grooving and copy turning",244.11,1,Stocked,0.45,0,134.26,Dormer
GL2-S2525MFR-20-80,"Turning holders for parting, grooving and copy turning",244.11,1,Stocked,0.45,0,134.26,Dormer
GL2-S2525MFR-24-80,"Turning holders for parting, grooving and copy turning",244.11,1,Stocked,0.45,0,134.26,Dormer
GL2-S26KB,"Turning holders for parting, grooving and copy turning",168.92,1,Stocked,0.45,0,92.91,Dormer
GL2-S29CBS,"Turning holders for parting, grooving and copy turning",151.41,1,Stocked,0.45,0,83.28,Dormer
GL2-S32MB,"Turning holders for parting, grooving and copy turning",190.55,1,Stocked,0.45,0,104.80,Dormer
GL3-A1212HFL-12-40,"Turning holders for parting, grooving and copy turning",280.16,1,Stocked,0.45,0,154.09,Dormer
GL3-A1212HFR-12-40,"Turning holders for parting, grooving and copy turning",280.16,1,Stocked,0.45,0,154.09,Dormer
GL3-A1616KFL-16-45,"Turning holders for parting, grooving and copy turning",303.85,1,Stocked,0.45,0,167.12,Dormer
GL3-A1616KFR-16-45,"Turning holders for parting, grooving and copy turning",303.85,1,Stocked,0.45,0,167.12,Dormer
GL3-A2020KFL-20-80,"Turning holders for parting, grooving and copy turning",348.14,1,Stocked,0.45,0,191.48,Dormer
GL3-A2020KFL-24-80,"Turning holders for parting, grooving and copy turning",348.14,1,Stocked,0.45,0,191.48,Dormer
GL3-A2020KFR-20-80,"Turning holders for parting, grooving and copy turning",348.14,1,Stocked,0.45,0,191.48,Dormer
GL3-A2020KFR-24-80,"Turning holders for parting, grooving and copy turning",348.14,1,Stocked,0.45,0,191.48,Dormer
GL3-A2525MFL-20-80,"Turning holders for parting, grooving and copy turning",366.68,1,Stocked,0.45,0,201.67,Dormer
GL3-A2525MFR-20-80,"Turning holders for parting, grooving and copy turning",366.68,1,Stocked,0.45,0,201.67,Dormer
GL3-A2525PFL-32-80,"Turning holders for parting, grooving and copy turning",366.68,1,Stocked,0.45,0,201.67,Dormer
GL3-A2525PFL-40-100,"Turning holders for parting, grooving and copy turning",366.68,1,Stocked,0.45,0,201.67,Dormer
GL3-A2525PFR-32-80,"Turning holders for parting, grooving and copy turning",366.68,1,Stocked,0.45,0,201.67,Dormer
GL3-A2525PFR-40-100,"Turning holders for parting, grooving and copy turning",366.68,1,Stocked,0.45,0,201.67,Dormer
GL3-A25QGL-06-32,"Turning holders for parting, grooving and copy turning",402.73,1,Stocked,0.45,0,221.50,Dormer
GL3-A25QGL-12-38,"Turning holders for parting, grooving and copy turning",402.73,1,Stocked,0.45,0,221.50,Dormer
GL3-A25QGR-06-32,"Turning holders for parting, grooving and copy turning",402.73,1,Stocked,0.45,0,221.50,Dormer
GL3-A25QGR-12-38,"Turning holders for parting, grooving and copy turning",402.73,1,Stocked,0.45,0,221.50,Dormer
GL3-A32SGL-06-40,"Turning holders for parting, grooving and copy turning",455.26,1,Stocked,0.45,0,250.39,Dormer
GL3-A32SGL-12-45,"Turning holders for parting, grooving and copy turning",455.26,1,Stocked,0.45,0,250.39,Dormer
GL3-A32SGR-06-40,"Turning holders for parting, grooving and copy turning",455.26,1,Stocked,0.45,0,250.39,Dormer
GL3-A32SGR-12-45,"Turning holders for parting, grooving and copy turning",455.26,1,Stocked,0.45,0,250.39,Dormer
GL3-A40TGL-12-54,"Turning holders for parting, grooving and copy turning",584.01,1,Stocked,0.45,0,321.21,Dormer
GL3-A40TGR-12-54,"Turning holders for parting, grooving and copy turning",584.01,1,Stocked,0.45,0,321.21,Dormer
GL3-S1212HFL-12-40,"Turning holders for parting, grooving and copy turning",186.43,1,Stocked,0.45,0,102.54,Dormer
GL3-S1212HFR-12-40,"Turning holders for parting, grooving and copy turning",186.43,1,Stocked,0.45,0,102.54,Dormer
GL3-S1616KFL-16-45,"Turning holders for parting, grooving and copy turning",202.91,1,Stocked,0.45,0,111.60,Dormer
GL3-S1616KFR-16-45,"Turning holders for parting, grooving and copy turning",202.91,1,Stocked,0.45,0,111.60,Dormer
GL3-S2020KFL-10,"Turning holders for parting, grooving and copy turning",231.75,1,Stocked,0.45,0,127.46,Dormer
GL3-S2020KFL-20-80,"Turning holders for parting, grooving and copy turning",231.75,1,Stocked,0.45,0,127.46,Dormer
GL3-S2020KFL-24-80,"Turning holders for parting, grooving and copy turning",231.75,1,Stocked,0.45,0,127.46,Dormer
GL3-S2020KFR-10,"Turning holders for parting, grooving and copy turning",231.75,1,Stocked,0.45,0,127.46,Dormer
GL3-S2020KFR-12-L035027,"Turning holders for parting, grooving and copy turning",238.96,1,Stocked,0.45,0,131.43,Dormer
GL3-S2020KFR-15-L044033,"Turning holders for parting, grooving and copy turning",238.96,1,Stocked,0.45,0,131.43,Dormer
GL3-S2020KFR-15-L055040,"Turning holders for parting, grooving and copy turning",238.96,1,Stocked,0.45,0,131.43,Dormer
GL3-S2020KFR-20-80,"Turning holders for parting, grooving and copy turning",231.75,1,Stocked,0.45,0,127.46,Dormer
GL3-S2020KFR-20-L080051,"Turning holders for parting, grooving and copy turning",238.96,1,Stocked,0.45,0,131.43,Dormer
GL3-S2020KFR-24-80,"Turning holders for parting, grooving and copy turning",231.75,1,Stocked,0.45,0,127.46,Dormer
GL3-S2525MFL-10,"Turning holders for parting, grooving and copy turning",244.11,1,Stocked,0.45,0,134.26,Dormer
GL3-S2525MFL-12-R035027,"Turning holders for parting, grooving and copy turning",251.32,1,Stocked,0.45,0,138.23,Dormer
GL3-S2525MFL-15-R044033,"Turning holders for parting, grooving and copy turning",251.32,1,Stocked,0.45,0,138.23,Dormer
GL3-S2525MFL-15-R055040,"Turning holders for parting, grooving and copy turning",251.32,1,Stocked,0.45,0,138.23,Dormer
GL3-S2525MFL-20-80,"Turning holders for parting, grooving and copy turning",244.11,1,Stocked,0.45,0,134.26,Dormer
GL3-S2525MFL-20-R080051,"Turning holders for parting, grooving and copy turning",251.32,1,Stocked,0.45,0,138.23,Dormer
GL3-S2525MFL-24-80,"Turning holders for parting, grooving and copy turning",244.11,1,Stocked,0.45,0,134.26,Dormer
GL3-S2525MFL-25-R110076,"Turning holders for parting, grooving and copy turning",251.32,1,Stocked,0.45,0,138.23,Dormer
GL3-S2525MFR-10,"Turning holders for parting, grooving and copy turning",244.11,1,Stocked,0.45,0,134.26,Dormer
GL3-S2525MFR-12-L035027,"Turning holders for parting, grooving and copy turning",251.32,1,Stocked,0.45,0,138.23,Dormer
GL3-S2525MFR-15-L044033,"Turning holders for parting, grooving and copy turning",251.32,1,Stocked,0.45,0,138.23,Dormer
GL3-S2525MFR-15-L055040,"Turning holders for parting, grooving and copy turning",251.32,1,Stocked,0.45,0,138.23,Dormer
GL3-S2525MFR-20-80,"Turning holders for parting, grooving and copy turning",244.11,1,Stocked,0.45,0,134.26,Dormer
GL3-S2525MFR-20-L080051,"Turning holders for parting, grooving and copy turning",251.32,1,Stocked,0.45,0,138.23,Dormer
GL3-S2525MFR-24-80,"Turning holders for parting, grooving and copy turning",244.11,1,Stocked,0.45,0,134.26,Dormer
GL3-S2525MFR-25-L110076,"Turning holders for parting, grooving and copy turning",251.32,1,Stocked,0.45,0,138.23,Dormer
GL3-S2525MGR-15-R044033,"Turning holders for parting, grooving and copy turning",251.32,1,Stocked,0.45,0,138.23,Dormer
GL3-S2525MGR-15-R055040,"Turning holders for parting, grooving and copy turning",251.32,1,Stocked,0.45,0,138.23,Dormer
GL3-S2525MGR-20-R080051,"Turning holders for parting, grooving and copy turning",251.32,1,Stocked,0.45,0,138.23,Dormer
GL3-S2525MGR-25-R110076,"Turning holders for parting, grooving and copy turning",251.32,1,Stocked,0.45,0,138.23,Dormer
GL3-S2525PFL-32-80,"Turning holders for parting, grooving and copy turning",244.11,1,Stocked,0.45,0,134.26,Dormer
GL3-S2525PFR-32-80,"Turning holders for parting, grooving and copy turning",244.11,1,Stocked,0.45,0,134.26,Dormer
GL3-S26KB,"Turning holders for parting, grooving and copy turning",168.92,1,Stocked,0.45,0,92.91,Dormer
GL3-S29CBS,"Turning holders for parting, grooving and copy turning",151.41,1,Stocked,0.45,0,83.28,Dormer
GL3-S3232MFL-20,"Turning holders for parting, grooving and copy turning",276.04,1,Stocked,0.45,0,151.82,Dormer
GL3-S3232MFR-20,"Turning holders for parting, grooving and copy turning",276.04,1,Stocked,0.45,0,151.82,Dormer
GL3-S32MB,"Turning holders for parting, grooving and copy turning",190.55,1,Stocked,0.45,0,104.80,Dormer
GL4-A1616KFL-16-45,"Turning holders for parting, grooving and copy turning",303.85,1,Stocked,0.45,0,167.12,Dormer
GL4-A1616KFR-16-45,"Turning holders for parting, grooving and copy turning",303.85,1,Stocked,0.45,0,167.12,Dormer
GL4-A2020KFL-20-80,"Turning holders for parting, grooving and copy turning",348.14,1,Stocked,0.45,0,191.48,Dormer
GL4-A2020KFL-24-80,"Turning holders for parting, grooving and copy turning",348.14,1,Stocked,0.45,0,191.48,Dormer
GL4-A2020KFR-20-80,"Turning holders for parting, grooving and copy turning",348.14,1,Stocked,0.45,0,191.48,Dormer
GL4-A2020KFR-24-80,"Turning holders for parting, grooving and copy turning",348.14,1,Stocked,0.45,0,191.48,Dormer
GL4-A2525MFL-20-80,"Turning holders for parting, grooving and copy turning",366.68,1,Stocked,0.45,0,201.67,Dormer
GL4-A2525MFR-20-80,"Turning holders for parting, grooving and copy turning",366.68,1,Stocked,0.45,0,201.67,Dormer
GL4-A2525PFL-32-80,"Turning holders for parting, grooving and copy turning",366.68,1,Stocked,0.45,0,201.67,Dormer
GL4-A2525PFR-32-80,"Turning holders for parting, grooving and copy turning",366.68,1,Stocked,0.45,0,201.67,Dormer
GL4-A25QGL-06-40,"Turning holders for parting, grooving and copy turning",402.73,1,Stocked,0.45,0,221.50,Dormer
GL4-A25QGL-12-40,"Turning holders for parting, grooving and copy turning",402.73,1,Stocked,0.45,0,221.50,Dormer
GL4-A25QGR-06-40,"Turning holders for parting, grooving and copy turning",402.73,1,Stocked,0.45,0,221.50,Dormer
GL4-A25QGR-12-40,"Turning holders for parting, grooving and copy turning",402.73,1,Stocked,0.45,0,221.50,Dormer
GL4-A32SGL-06-40,"Turning holders for parting, grooving and copy turning",455.26,1,Stocked,0.45,0,250.39,Dormer
GL4-A32SGL-12-45,"Turning holders for parting, grooving and copy turning",455.26,1,Stocked,0.45,0,250.39,Dormer
GL4-A32SGR-06-40,"Turning holders for parting, grooving and copy turning",455.26,1,Stocked,0.45,0,250.39,Dormer
GL4-A32SGR-12-45,"Turning holders for parting, grooving and copy turning",455.26,1,Stocked,0.45,0,250.39,Dormer
