product_name,supplier_name,sku,unit_price
360° Protractor & 200mm Combination Ruler,Master 01 Apr,,
360° Protractor & 300mm Combination Ruler,Master 01 Apr,,
460mm Digital Protractor,Master 01 Apr,,
100mm Digital Protractor,Master 01 Apr,,
Adjustable Square,Master 01 Apr,,
100mm Beveled Edge Machinist Square,Master 01 Apr,,
150x100 90° Beveled Edge Square,Master 01 Apr,,
150mm Beveled Edge Machinist Square,Master 01 Apr,,
200mm Beveled Edge Machinist Square,Master 01 Apr,,
250mm Beveled Edge Machinist Square,Master 01 Apr,,
300mm Beveled Edge Machinist Square,Master 01 Apr,,
50x40mm Stainless Steel Wide Base Machinist Square,Master 01 Apr,,
75x50mm Stainless Steel Wide Base Machinist Square,Master 01 Apr,,
100x70mm Stainless Steel Wide Base Machinist Square,Master 01 Apr,,
150x100mm Stainless Steel Wide Base Machinist Square,Master 01 Apr,,
75mm Wide Base Machinist Square,Master 01 Apr,,
100mm Wide Base Machinist Square,Master 01 Apr,,
150mm Wide Base Machinist Square,Master 01 Apr,,
200mm Wide Base Machinist Square,Master 01 Apr,,
300mm Wide Base Machinist Square,Master 01 Apr,,
600mm Wide Base Machinist Square,Master 01 Apr,,
45° Machinist Square,Master 01 Apr,,
60° Machinist Square,Master 01 Apr,,
200x200mm 120° Square,Master 01 Apr,,
200mm Scribing Caliper,Master 01 Apr,,
0.04-1.00 mm Feeler Gauge,Master 01 Apr,,
"0.03 - 0.50mm Feeler Gauge, Length 100Mm",Master 01 Apr,,
"0.05 - 1.00mm Feeler Gauge, Length 100Mm",Master 01 Apr,,
0.03 - 0.50mm Gauge Feeler,Master 01 Apr,,
0.05 - 1.00mm Gauge Feeler,Master 01 Apr,,
100mm Feeler Gauge 32 Leave Set,Master 01 Apr,,
150 mm Gauge Feeler,Master 01 Apr,,
150mm Feeler Gauge 20 Leave Set,Master 01 Apr,,
200 mm Gauge Feeler,Master 01 Apr,,
200mm Feeler Gauge 20 Leave Set,Master 01 Apr,,
300 mm Gauge Feeler,Master 01 Apr,,
300mm Feeler Gauge 20 Leave Set,Master 01 Apr,,
0.01mm Feeler Tape,Master 01 Apr,,
0.02mm Feeler Tape,Master 01 Apr,,
0.04mm Feeler Tape,Master 01 Apr,,
0.10mm Feeler Tape,Master 01 Apr,,
0.20mm Feeler Tape,Master 01 Apr,,
"0.0015"" - 0.035"" Feeler Gauge",Master 01 Apr,,
Dual Scale Angled Feeler Gauge - 0.127-0.762 mm,Master 01 Apr,,
1-12 TPI Pitch Gauge,Master 01 Apr,,
2-20mm Pitch Gauge,Master 01 Apr,,
60° Metric Thread Gauge,Master 01 Apr,,
4-42 TPI Pitch Gauge,Master 01 Apr,,
55° Whitworth Thread Gauge,Master 01 Apr,,
60° Metric & 55° Whitworth Thread Gauge,Master 01 Apr,,
55° Whitworth Vernier Thread Pitch Gauge,Master 01 Apr,,
60° Metric Vernier Thread Pitch Gauge,Master 01 Apr,,
60° Unified Vernier Thread Pitch Gauge,Master 01 Apr,,
29° ACME Thread Gauge,Master 01 Apr,,
Tr 30°  Thread Gauge,Master 01 Apr,,
1° - 45° Angle Gauge,Master 01 Apr,,
Angle Gauge Set,Master 01 Apr,,
2-8 TPI Screw Cutting Gauge,Master 01 Apr,,
1-7mm Radius Gauge,Master 01 Apr,,
7.5-15mm Radius Gauge,Master 01 Apr,,
15.5-25mm Radius Gauge,Master 01 Apr,,
0.5-13mm Radius Gauge Set,Master 01 Apr,,
8-150mm Telescopic Gauge Set,Master 01 Apr,,
3-13mm Small Hole Gauge Set,Master 01 Apr,,
12.7-19mm Long Handle Telescoping Gauge,Master 01 Apr,,
3450-4720mm Circumference Tape,Master 01 Apr,,
4710-5980mm Circumference Tape,Master 01 Apr,,
5960-7230mm Circumference Tape,Master 01 Apr,,
60-950mm Circumference Tape,Master 01 Apr,,
940-2200mm Circumference Tape,Master 01 Apr,,
2190-3460mm Circumference Tape,Master 01 Apr,,
 Pipe Welding Gauge,Master 01 Apr,,
150mm Taper Gauge,Master 01 Apr,,
10mm Taper Gauge,Master 01 Apr,,
375mm Taper Gauge,Master 01 Apr,,
15mm Taper Gauge,Master 01 Apr,,
1-29mm Taper Gage Set,Master 01 Apr,,
15-30mm Taper Gauge,Master 01 Apr,,
30-45mm Taper Gauge,Master 01 Apr,,
45-60mm Taper Gauge,Master 01 Apr,,
10mm Digital Taper Gauge,Master 01 Apr,,
1-6.5mm Taper Bore Gauge,Master 01 Apr,,
3-15mm Taper Bore Gauge,Master 01 Apr,,
15-30mm Taper Bore Gauge,Master 01 Apr,,
30-45mm Taper Bore Gauge,Master 01 Apr,,
Drill Point Gauge,Master 01 Apr,,
 Welding Gauge,Master 01 Apr,,
15 x 30 mm Chamfer Gauge,Master 01 Apr,,
60° - 160° Drill Point Angle Gauge,Master 01 Apr,,
0-50 mm / 30° - 90° Fillet Welding Gauge,Master 01 Apr,,
10 mm Digital Welding Gauge,Master 01 Apr,,
0-20MM Welding Seam Gauge,Master 01 Apr,,
Fillet Weld Gauge,Master 01 Apr,,
 Welding Gauge,Master 01 Apr,,
325 Welding Gauge,Master 01 Apr,,
 Welding Gauge,Master 01 Apr,,
 Pipe Welding Gauge,Master 01 Apr,,
Fillet Weld Gauge,Master 01 Apr,,
Welding Gauge,Master 01 Apr,,
 Welding Gauge,Master 01 Apr,,
150mm Inside Caliper,Master 01 Apr,,
1000mm Inside Caliper,Master 01 Apr,,
125mm Inside Spring Caliper,Master 01 Apr,,
200mm Inside Spring Caliper,Master 01 Apr,,
250mm Inside Spring Caliper,Master 01 Apr,,
300mm Inside Spring Caliper,Master 01 Apr,,
500mm Inside Spring Caliper,Master 01 Apr,,
300mm Outside Caliper,Master 01 Apr,,
1000mm Outside Caliper,Master 01 Apr,,
150mm Outside Spring Caliper,Master 01 Apr,,
200mm Outside Spring Caliper,Master 01 Apr,,
300mm Outside Spring Caliper,Master 01 Apr,,
390mm Outside Spring Caliper,Master 01 Apr,,
500mm Outside Spring Caliper,Master 01 Apr,,
590mm Outside Spring Caliper,Master 01 Apr,,
200mm Spring Divider,Master 01 Apr,,
300mm Spring Divider,Master 01 Apr,,
500mm Spring Divider,Master 01 Apr,,
125mm Dividing Caliper,Master 01 Apr,,
200mm Dividing Caliper,Master 01 Apr,,
300mm Dividing Caliper,Master 01 Apr,,
500mm Dividing Caliper,Master 01 Apr,,
Standard Measuring Wheel,Master 01 Apr,,
150mm Ruler,Master 01 Apr,,
300mm Ruler,Master 01 Apr,,
600mm Stainless Dual Scale Ruler,Master 01 Apr,,
"1000mm/40"" Steel Ruler",Master 01 Apr,,
300mm Straight Edge Ruler,Master 01 Apr,,
500mm Straight Edge Ruler,Master 01 Apr,,
1000mm Straight Edge Ruler,Master 01 Apr,,
200mm Marking Gauge,Master 01 Apr,,
250mm Marking Gauge,Master 01 Apr,,
300mm Marking Gauge,Master 01 Apr,,
100mm Centre Marking Gauge,Master 01 Apr,,
150mm Centre Marking Gauge,Master 01 Apr,,
200mm Center Marking Gauge,Master 01 Apr,,
Carbide Tipped Pencil Scriber,Master 01 Apr,,
250mm Double Ended Scriber,Master 01 Apr,,
-10 to 10mm Digital Step Gauge,Master 01 Apr,,
Digital Anemometer,Master 01 Apr,,
Digital Coating Thickness Gauge,Master 01 Apr,,
0-1250 µm Coating Thickness Gauge,Master 01 Apr,,
FN type Coating Thickness Gauge,Master 01 Apr,,
"1500um Coating Thickness Gage, Fn Type",Master 01 Apr,,
Contact Tachometer,Master 01 Apr,,
13.5-135 N.m Digital Torque Gauge,Master 01 Apr,,
20-200 N.m Digital Torque Gauge,Master 01 Apr,,
5-30 N.m Digital Torque Gauge,Master 01 Apr,,
Precision Height Gauge,Master 01 Apr,,
Precision Height Gauge,Master 01 Apr,,
 Portable Hardness Tester,Master 01 Apr,,
Portable Hardness Tester,Master 01 Apr,,
Portable Hardness Tester Cable,Master 01 Apr,,
Portable Hardness Tester,Master 01 Apr,,
Shore Hardness Tester,Master 01 Apr,,
Ambient Air Monitor,Master 01 Apr,,
Ambient Air Monitor,Master 01 Apr,,
Infrared Thermometer,Master 01 Apr,,
Infrared Thermometer,Master 01 Apr,,
Infrared Thermal Imaging Camera,Master 01 Apr,,
30m Laser Level,Master 01 Apr,,
30m Laser Level,Master 01 Apr,,
30 m Cross-line Laser Level,Master 01 Apr,,
Laser Tachometer,Master 01 Apr,,
Laser Tachometer Tape,Master 01 Apr,,
Universal Digital Microscope Stand,Master 01 Apr,,
100x Portable Microscope,Master 01 Apr,,
0-75kg Portable Scale,Master 01 Apr,,
30 Piece Surface Roughness Specimen,Master 01 Apr,,
Portable Refractometer,Master 01 Apr,,
Automotive Refractometer,Master 01 Apr,,
Digital Sound Level Meter,Master 01 Apr,,
Roughness Tester,Master 01 Apr,,
Ultrasonic Thickness Gauge,Master 01 Apr,,
5-25Nm Torque Wrench,Master 01 Apr,,
100 Metre Laser Distance Meter,Master 01 Apr,,
1200 Metre Laser Distance Scope,Master 01 Apr,,
40 Metre Laser Distance Meter,Master 01 Apr,,
0.24-1.2 Nm Torque Screwdriver,Master 01 Apr,,
0.6-3 Nm Torque Screwdriver,Master 01 Apr,,
0.12-0.6 Nm Torque Screwdriver,Master 01 Apr,,
1.2-6 Nm Torque Screwdriver,Master 01 Apr,,
40-200Nm Torque Wrench,Master 01 Apr,,
5-25Nm Torque Wrench,Master 01 Apr,,
70-340Nm Torque Wrench,Master 01 Apr,,
10-50Nm Torque Wrench,Master 01 Apr,,
200x Wifi Digital Microscope,Master 01 Apr,,
Wood Moisture Meter,Master 01 Apr,,
Extension Probe For Moisture Meter,Master 01 Apr,,
Concrete Moisture Meter,Master 01 Apr,,
Window Tint Meter,Master 01 Apr,,
Caliper Accessory Kit,Master 01 Apr,,
"8"" Velcro Pad suits BOS258GRC-D1",Master 01 Apr,,
50mm Angle Grinder Disc,Master 01 Apr,,
Heavy Duty C Brad Nailer,Master 01 Apr,,
Medium Duty C Brad Nailer,Master 01 Apr,,
32mm C1 Series Bradder,Master 01 Apr,,
50mm C1 Series Bradder,Master 01 Apr,,
6000/L Series Heavy Duty Stapler,Master 01 Apr,,
34° DA Nailer,Master 01 Apr,,
15° Heavy Duty Coil Nailer,Master 01 Apr,,
0° Heavy Duty Coil Nailer,Master 01 Apr,,
"3"" Cut Off Tool",Master 01 Apr,,
"1/2"" Reversible Keyless Drill ",Master 01 Apr,,
15.5 Gauge Floor Stapler,Master 01 Apr,,
"1/4"" Medium Die Grinder",Master 01 Apr,,
"1/4"" Extended Die Grinder",Master 01 Apr,,
"1/4"" Right Angle Die Grinder",Master 01 Apr,,
"2"" Angle Grinder",Master 01 Apr,,
"1/4"" 115° Angle Die Grinder",Master 01 Apr,,
Air Hammer Kit in Blow-Mould Case,Master 01 Apr,,
"1/2"" Right Angle Impact Wrench",Master 01 Apr,,
"3/8"" Butterfly Impact Wrench",Master 01 Apr,,
"3/8"" Impact Wrench",Master 01 Apr,,
"1/2"" Twin Hammer Impact Wrench",Master 01 Apr,,
80 Series Stapler,Master 01 Apr,,
Air Nibbler,Master 01 Apr,,
1 Litre Nail Gun Oil,Master 01 Apr,,
20 Ltr Nail Gun Oil,Master 01 Apr,,
250ml Nail Gun Oil,Master 01 Apr,,
"6"" Random Orbital Dust Free Sander - 2.5mm Orbit",Master 01 Apr,,
"6"" Random Orbital Sander - 5mm Orbit",Master 01 Apr,,
"6"" Random Orbital Dust Free Sander - 5mm Orbit",Master 01 Apr,,
"8"" Geared Central Vac Sander ",Master 01 Apr,,
"8"" Geared Sander",Master 01 Apr,,
Countersink & Nail Remover,Master 01 Apr,,
80 Series Long Nose Stapler,Master 01 Apr,,
6000/L Series Compact Stapler,Master 01 Apr,,
6000/L Series Medium Duty Stapler,Master 01 Apr,,
97 Series Stapler,Master 01 Apr,,
2.2mm T-Nailer,Master 01 Apr,,
2.5 mm T-Nailer,Master 01 Apr,,
"5""/125mm PSA / Stick-on Backing Pad - Ext 5/16""UNF",Master 01 Apr,,
"6""/150mm Velcro Backing Pad - Ext 5/16""UNF",Master 01 Apr,,
"6""/150mm Dust Free Velcro Backing Pad - Ext 5/16""UNF",Master 01 Apr,,
Bone-ster,Master 01 Apr,,
Bone-ster Caster Assembly,Master 01 Apr,,
Tail Bone Rough Rider,Master 01 Apr,,
The Bone,Master 01 Apr,,
Bone Rough Rider,Master 01 Apr,,
"1/2""×20TPI Drive Ezi-Shear Drill Head",Master 01 Apr,,
Hex Drive Ezi-Shear Drill Head,Master 01 Apr,,
"3/8""×24TPI Drive Ezi-Shear Drill Head",Master 01 Apr,,
Ezi-Shear Drill Head for Dewalt,Master 01 Apr,,
Ezi-Shear Drill Head for Milwaukee M18 BMS,Master 01 Apr,,
Ezi-Shear Drill Head for Makita DJS131Z & DJS132Z,Master 01 Apr,,
125mm Hard Coolflow Pad - Int M14,Master 01 Apr,,
"5""/125mm  Turbo Backing Pad - Int M14",Master 01 Apr,,
"6""/150mm Dust Free Velcro Backing Pad",Master 01 Apr,,
"4""/100mm Nylon Backing Pad - Int M10×1.5",Master 01 Apr,,
"4 1/2""/115mm Nylon Backing Pad - Int M14",Master 01 Apr,,
"5""/125mm Nylon Backing Pad - Int M14",Master 01 Apr,,
"7""/178mm Nylon Backing Pad - Int 5/8""UNC",Master 01 Apr,,
"7""/178mm Nylon Backing Pad - Int M14",Master 01 Apr,,
"7""/178mm Nylon Backing Pad - Int 5/8""UNC",Master 01 Apr,,
"6""/150mm PSA / Stick-on Backing Pad - Ext 5/16""",Master 01 Apr,,
"6""/150mm Dust Free PSA / Stick-on Backing Pad - Ext 5/16""",Master 01 Apr,,
"6""/150mm Backing Pad - Ext 5/16""",Master 01 Apr,,
"6""/150mm Dust Free Backing Pad - Ext 5/16""",Master 01 Apr,,
"6""/150mm Interface Backing Pad",Master 01 Apr,,
"6""/150mm Dust Free Interface Backing Pad",Master 01 Apr,,
"6""/150mm PSA / Stick-on Backing Pad - Int M14",Master 01 Apr,,
"6""/150mm PSA / Stick-on Backing Pad - Int 5/8""UNC",Master 01 Apr,,
"6""/150mm Velcro Backing Pad - Int M14",Master 01 Apr,,
"6""/150mm Velcro Backing Pad - Int 5/8""UNC",Master 01 Apr,,
"7""/180mm Velcro Backing Pad - Int M14",Master 01 Apr,,
"7""/180mm Velcro Backing Pad - Int 5/8""UNC",Master 01 Apr,,
"8""/200mm Velcro Backing Pad - Int M14",Master 01 Apr,,
"5""/125mm Velcro Backing Pad - Int M14",Master 01 Apr,,
"6""/150mm Velcro Soft Backing Pad - Int M14",Master 01 Apr,,
"5""/125mm Merino Wool Sheep Skin Polishing Bonnet",Master 01 Apr,,
"7""/180mm Merino Wool Sheep Skin Polishing Bonnet",Master 01 Apr,,
"9""/225mm Merino Wool Sheep Skin Polishing Bonnet",Master 01 Apr,,
"3/16"" Compact Riveter with Vacuum Extraction",Master 01 Apr,,
"3/16"" Medium Duty Riveter",Master 01 Apr,,
"3/16"" Heavy Duty Composite Riveter",Master 01 Apr,,
"5/16"" Heavy Duty Composite Riveter",Master 01 Apr,,
"1/4"" Riveter with Vacuum Extraction",Master 01 Apr,,
125mm D4 3 Pin Back Plate,Master 01 Apr,,
160mm D3 3 Pin Back Plate,Master 01 Apr,,
160mm D4 3 Pin Back Plate,Master 01 Apr,,
160mm D5 6 Pin Back Plate,Master 01 Apr,,
200mm D4 3 Pin Back Plate,Master 01 Apr,,
250mm D5 6 Pin Back Plate,Master 01 Apr,,
250mm D6 6 Pin Back Plate,Master 01 Apr,,
315mm D11 6 Pin Back Plate,Master 01 Apr,,
315mm D6 6 Pin Back Plate,Master 01 Apr,,
315mm D8 6 Pin Back Plate,Master 01 Apr,,
400mm D11 6 Pin Back Plate,Master 01 Apr,,
3 Jaw Self Centering Front Mount Lathe Chuck - 100mm,Master 01 Apr,,
3 Jaw Self Centering Front Mount Lathe Chuck - 125mm,Master 01 Apr,,
3 Jaw Self Centering D1-4 Mount Lathe Chuck - 160mm,Master 01 Apr,,
3 Jaw Self Centering Front Mount Lathe Chuck with 2 Piece Jaws - 160mm,Master 01 Apr,,
3 Jaw Self Centering Front Mount Lathe Chuck - 160mm,Master 01 Apr,,
3 Jaw Self Centering D1-4 Mount Lathe Chuck - 200mm,Master 01 Apr,,
3 Jaw Self Centering D1-5 Mount Lathe Chuck - 200mm,Master 01 Apr,,
3 Jaw Self Centering Front Mount Lathe Chuck with 2 Piece Jaws - 200mm,Master 01 Apr,,
3 Jaw Self Centering Front Mount Lathe Chuck - 200mm,Master 01 Apr,,
3 Jaw Self Centering D1-6 Mount Lathe Chuck - 250mm,Master 01 Apr,,
3 Jaw Self Centering D1-8 Mount Lathe Chuck - 250mm,Master 01 Apr,,
3 Jaw Self Centering Front Mount Lathe Chuck with 2 Piece Jaws - 250mm,Master 01 Apr,,
3 Jaw Self Centering Front Mount Lathe Chuck - 250mm,Master 01 Apr,,
3 Jaw Self Centering D1-8 Mount Lathe Chuck - 315mm,Master 01 Apr,,
3 Jaw Self Centering Front Mount Lathe Chuck with 2 Piece Jaws - 315mm,Master 01 Apr,,
3 Jaw Self Centering Front Mount Lathe Chuck - 315mm,Master 01 Apr,,
3 Jaw Self Centering Front Mount Lathe Chuck with 2 Piece Jaws - 400mm,Master 01 Apr,,
3 Jaw Self Centering Front Mount Lathe Chuck - 500mm,Master 01 Apr,,
3 Jaw Self Centering Front Mount Lathe Chuck - 500mm,Master 01 Apr,,
4 Jaw Self Centering Lathe Chuck - 160mm,Master 01 Apr,,
4 Jaw Self Centering Lathe Chuck - 200mm,Master 01 Apr,,
4 Jaw Self Centering Lathe Chuck - 250mm,Master 01 Apr,,
4 Jaw Self Centering Lathe Chuck - 315mm,Master 01 Apr,,
4 Jaw Independent Lathe Chuck - 100mm,Master 01 Apr,,
4 Jaw Independent Lathe Chuck - 125mm,Master 01 Apr,,
4 Jaw Independent Lathe Chuck - 160mm,Master 01 Apr,,
4 Jaw Independent Lathe Chuck - 200mm,Master 01 Apr,,
4 Jaw Independent Lathe Chuck - 250mm,Master 01 Apr,,
4 Jaw Independent Lathe Chuck - 320mm,Master 01 Apr,,
4 Jaw Independent Lathe Chuck - 400mm,Master 01 Apr,,
4 Jaw Independent Lathe Chuck - 500mm,Master 01 Apr,,
4 Jaw Independent Lathe Chuck - 630mm,Master 01 Apr,,
High Precision 3 Jaw Self Centering Front Mount Lathe Chuck - 200mm,Master 01 Apr,,
High Precision 3 Jaw Self Centering Front Mount Lathe Chuck - 250mm,Master 01 Apr,,
High Precision 3 Jaw Self Centering D1-6 Mount Lathe Chuck - 250mm,Master 01 Apr,,
High Precision 4 Jaw Self Centering Lathe Chuck - 200mm,Master 01 Apr,,
Reversible Jaw Set to suit K72 4 Jaw Chuck 100mm 4pcs,Master 01 Apr,,
Reversible Jaw Set to suit K72 4 Jaw Chuck 125mm 4pcs,Master 01 Apr,,
Reversible Jaw Set to suit K72 4 Jaw Chuck 160mm 4pcs,Master 01 Apr,,
Reversible Jaw Set to suit K72 4 Jaw Chuck 200mm 4pcs,Master 01 Apr,,
Reversible Jaw Set to suit K72 4 Jaw Chuck 250mm 4pcs,Master 01 Apr,,
Reversible Jaw Set to suit K72 4 Jaw Chuck 320mm 4pcs,Master 01 Apr,,
Reversible Jaw Set to suit K72 4 Jaw Chuck 400mm 4pcs,Master 01 Apr,,
Reversible Jaw Set to suit K72 4 Jaw Chuck 500mm 4pcs,Master 01 Apr,,
Reversible Jaw Set to suit K72 4 Jaw Chuck 630mm 4pcs,Master 01 Apr,,
Soft Jaw Set of 3 - 160mm,Master 01 Apr,,
Soft Jaw Set of 3 - 200mm,Master 01 Apr,,
Soft Jaw Set of 3 - 250mm,Master 01 Apr,,
Soft Jaw Set of 3 - 315mm,Master 01 Apr,,
Soft Jaw Set of 3 - 400mm,Master 01 Apr,,
100mm K11/12 Chuck Key,Master 01 Apr,,
125mm K11/12 Chuck Key,Master 01 Apr,,
160mm K11/12 Chuck Key,Master 01 Apr,,
200mm K11/12 Chuck Key,Master 01 Apr,,
250mm K11/12 Chuck Key,Master 01 Apr,,
315mm K11/12 Chuck Key,Master 01 Apr,,
500mm K11/12 Chuck Key,Master 01 Apr,,
60° Unified Thread Gauge,Master 01 Apr,,
60° Metric Thread Gauge,Master 01 Apr,,
60° Metric / Whitworth 55° Thread Gauge,Master 01 Apr,,
0.75-5mm Radius Gauge,Master 01 Apr,,
5.5-13mm Radius Gauge,Master 01 Apr,,
1-12TPI Acme Trapezoidal Screw Pitch Gauge,Master 01 Apr,,
2-20mm ISO Trapezoidal Screw Pitch Gauge,Master 01 Apr,,
Gear Tooth Gauge 6-80 tooth per inch 14.5 degree,Master 01 Apr,,
20° Diametrical Gear Tooth Pitch Gauge,Master 01 Apr,,
0.5-13mm 180° Radius Gauge Set,Master 01 Apr,,
14° Gear Tooth Gauge,Master 01 Apr,,
20° Gear Tooth Gauge,Master 01 Apr,,
Metric Welding Gauge,Master 01 Apr,,
Metric Pocket Depth Gauge,Master 01 Apr,,
10 Drawer A4 Parts Cabinet,Master 01 Apr,,
30 Drawer A4 Parts Cabinet,Master 01 Apr,,
24 Drawer A5 Parts Cabinet,Master 01 Apr,,
36 Drawer A5 Parts Cabinet,Master 01 Apr,,
A5 Dividers,Master 01 Apr,,
A5 Drawer,Master 01 Apr,,
A5 Window Clear,Master 01 Apr,,
12 Drawer A6 Parts Cabinet ,Master 01 Apr,,
30 Drawer A6 Parts Cabinet,Master 01 Apr,,
A6 Dividers,Master 01 Apr,,
A6 Drawer,Master 01 Apr,,
A6 Window Clear,Master 01 Apr,,
24 Drawer A7 Parts Cabinet,Master 01 Apr,,
24 Drawer A7 Lockable Parts Cabinet,Master 01 Apr,,
16 Drawer A7 Parts Cabinet,Master 01 Apr,,
48 Drawer A7 Parts Cabinet,Master 01 Apr,,
A7 Lockable Parts Cabinet - 48 Drawers,Master 01 Apr,,
A7 Dividers,Master 01 Apr,,
A7 Drawer,Master 01 Apr,,
Window to suit A7 drawer,Master 01 Apr,,
15 Drawer A8 Parts Cabinet,Master 01 Apr,,
A8 Parts Cabinet - 32 Drawers,Master 01 Apr,,
A8 Parts Cabinet - 60 Drawers ,Master 01 Apr,,
A8 Divider,Master 01 Apr,,
A8 Drawer,Master 01 Apr,,
50mm Quick-Lock Ceramic Flap Disc Pack - 120 Grit,Master 01 Apr,,
50mm Quick-Lock Ceramic Flap Disc Pack - 40 Grit,Master 01 Apr,,
50mm Quick-Lock Ceramic Flap Disc Pack - 60 Grit,Master 01 Apr,,
50mm Quick-Lock Ceramic Flap Discs - 80 Grit,Master 01 Apr,,
50mm Quick-Lock Ceramic Sanding Disc Pack - 120 Grit,Master 01 Apr,,
50mm Quick-Lock Ceramic Sanding Disc Pack - 36 Grit,Master 01 Apr,,
50mm Quick-Lock Ceramic Sanding Disc Pack - 60 Grit,Master 01 Apr,,
50mm Quick-Lock Ceramic Sanding Disc Pack - 80 Grit,Master 01 Apr,,
75mm Quick-Lock Ceramic Flap Disc Pack - 120 Grit,Master 01 Apr,,
75mm Quick-Lock Ceramic Flap Disc Pack - 40 Grit,Master 01 Apr,,
75mm Quick-Lock Ceramic Flap Disc Pack - 60 Grit,Master 01 Apr,,
75mm Quick-Lock Ceramic Flap Disc Pack - 80 Grit,Master 01 Apr,,
75mm Quick-Lock Ceramic Sanding Disc Pack - 120 Grit,Master 01 Apr,,
75mm Quick-Lock Ceramic Sanding Disc Pack - 36 Grit,Master 01 Apr,,
75mm Quick-Lock Ceramic Sanding Disc Pack - 60 Grit,Master 01 Apr,,
75mm Quick-Lock Ceramic Sanding Disc Pack - 80 Grit,Master 01 Apr,,
10mm Ceramic Sanding Belt Pack - 120 Grit,Master 01 Apr,,
10mm Ceramic Sanding Belts Pack - 40 Grit,Master 01 Apr,,
10mm Ceramic Sanding Belts Pack - 60 Grit,Master 01 Apr,,
10mm Ceramic Sanding Belts Pack - 80 Grit,Master 01 Apr,,
20mm Ceramic Sanding Belts Pack - 120 Grit,Master 01 Apr,,
20mm Ceramic Sanding Belts Pack - 40 Grit,Master 01 Apr,,
20mm Ceramic Sanding Belts Pack - 60 Grit,Master 01 Apr,,
20mm Ceramic Sanding Belts Pack - 80 Grit,Master 01 Apr,,
30 x 540 P40 Ceramic Belt (pack of 10),Master 01 Apr,,
30 x 540 P60  Ceramic Belt (pack of 10),Master 01 Apr,,
30 x 540 P80  Ceramic Belt (pack of 10),Master 01 Apr,,
"Cut off Discs 75mm x 1.0mm x 1/4"" bore (Pack 5)",Master 01 Apr,,
"Cut off Discs 75mm x 1.0mm x 3/8"" bore (Pack 5)",Master 01 Apr,,
"3"" Velcro Polishing Pad",Master 01 Apr,,
"2"" Velcro Backing Pad",Master 01 Apr,,
"2"" Velcro Backing Pad",Master 01 Apr,,
"2"" Velcro Backing Pad",Master 01 Apr,,
"2"" Velcro Backing Pad",Master 01 Apr,,
"3"" Velcro Backing Pad",Master 01 Apr,,
"3"" Velcro Backing Pad",Master 01 Apr,,
"3"" Velcro Backing Pad",Master 01 Apr,,
"3"" Velcro Backing Pad",Master 01 Apr,,
"3"" Velcro Backing Pad",Master 01 Apr,,
"3"" Velcro Backing Pad",Master 01 Apr,,
"2"" Clean & Strip Discs",Master 01 Apr,,
"3"" Clean & Strip Discs Button Style",Master 01 Apr,,
"2"" Cut off Discs",Master 01 Apr,,
Air Hose 10mm ID x 1m Length,Master 01 Apr,,
10mm Air Hose (100m),Master 01 Apr,,
10mm Air Hose with Couplings (10m),Master 01 Apr,,
10mm Air Hose (20m),Master 01 Apr,,
10mm Air Hose with Couplings (20m),Master 01 Apr,,
10mm Air Hose (30m),Master 01 Apr,,
10mm Air Hose with Couplings (30m),Master 01 Apr,,
Air Hose 12mm ID x 1m Length,Master 01 Apr,,
Air Hose 12mm Length,Master 01 Apr,,
12mm Air Hose (20m),Master 01 Apr,,
12mm Air Hose with Couplings (20m),Master 01 Apr,,
12mm Air Hose (30m),Master 01 Apr,,
12mm Air Hose with Couplings (30m),Master 01 Apr,,
11-20mm Worm Drive Clamp,Master 01 Apr,,
10mm Air Hose Connection Kit,Master 01 Apr,,
12mm Air Hose Connection Kit,Master 01 Apr,,
100mtr Air/Paint Hose,Master 01 Apr,,
1mtr Air/Paint Hose,Master 01 Apr,,
"1/4"" Male Rotary Coupling",Master 01 Apr,,
"3/8"" Rotary Coupling",Master 01 Apr,,
"Drill Chuck - Keyed 10mm 3/8""x24tpi mount",Master 01 Apr,,
Key To Suit 10mm Keyed Chuck,Master 01 Apr,,
Key To Suit 13mm Keyed Chuck,Master 01 Apr,,
Key To Suit 13mm Keyed Chuck,Master 01 Apr,,
Key To Suit 16mm Keyed Chuck,Master 01 Apr,,
"3"" Cutting Discs",Master 01 Apr,,
1Ltr Compressor Oil,Master 01 Apr,,
12mm Left Handed Tool Holder,Master 01 Apr,,
16mm Left Handed Tool Holder,Master 01 Apr,,
20mm Left Handed Tool Holder,Master 01 Apr,,
25mm Left Handed Tool Holder,Master 01 Apr,,
12mm Right Handed Tool Holder,Master 01 Apr,,
16mm Right Handed Tool Holder,Master 01 Apr,,
20mm Right Handed Tool Holder,Master 01 Apr,,
25mm Right Handed Tool Holder,Master 01 Apr,,
Heavy Duty Parts Trolley,Master 01 Apr,,
"MT2 Drill Chuck Arbor with 1/2""x20TPI Mount",Master 01 Apr,,
"MT2 Drill Chuck Arbor with 3/8""x24TPI Mount",Master 01 Apr,,
"MT3 Drill Chuck Arbor with 1/2""x20TPI Mount",Master 01 Apr,,
"MT3 Drill Chuck Arbor with 3/8""x24TPI Mount",Master 01 Apr,,
Lockable Glass Door Display Cabinet,Master 01 Apr,,
Lockable Steel Door Cabinet,Master 01 Apr,,
"6""/150mm Velcro Backing Pad - Ext 5/16""UNF",Master 01 Apr,,
